athlete,gender,timestamp,distance (m),elapsed time (s),elevation gain (m),average heart rate (bpm),M/S,K/H,T/K,distance_group
6367873,M,28/02/2015 10:29,495.7,126,0.0,167.8,3.934126984126984,14.162857142857142,4.236433326608836,100-500
6367873,M,08/02/2015 10:11,988.5,246,0.0,180.8,4.0182926829268295,14.465853658536586,4.147698533131006,500-1000
6367873,M,16/11/2014 09:09,970.9,429,30.8,,2.263170163170164,8.147412587412587,7.364301163868576,500-1000
20653961,M,17/11/2019 10:23,979.4,360,12.0,,2.7205555555555554,9.794,6.12619971411068,500-1000
17639804,M,12/03/2018 11:06,963.3,345,9.0,135.4,2.792173913043478,10.051826086956522,5.9690646735181145,500-1000
17639804,M,09/09/2017 16:53,155.0,37,0.0,,4.1891891891891895,15.081081081081082,3.9784946236559136,100-500
17639804,M,15/02/2017 17:24,173.2,53,0.0,,3.2679245283018865,11.764528301886791,5.100076982294073,100-500
17639804,M,14/01/2017 06:26,47.2,10,7.0,108.4,4.720000000000001,16.992000000000004,3.5310734463276825,0-100
17639804,M,04/12/2016 07:16,783.7,232,17.0,126.4,3.3780172413793106,12.160862068965518,4.933860746033771,500-1000
17639804,M,20/03/2016 15:26,21.9,8,0.0,,2.7375,9.855,6.0882800608828,0-100
14474051,F,13/10/2019 09:34,849.7,221,4.0,137.9,3.844796380090498,13.841266968325792,4.334863285081009,500-1000
14474051,F,09/12/2018 08:45,310.0,74,3.5,,4.1891891891891895,15.081081081081082,3.9784946236559136,100-500
13275838,M,20/06/2018 17:49,674.4,275,0.0,,2.452363636363636,8.82850909090909,6.79616449189403,500-1000
13275838,M,06/06/2018 17:58,765.8,296,0.0,,2.587162162162162,9.313783783783784,6.44206494297902,500-1000
13275838,M,20/04/2018 19:28,699.9,72,0.0,,9.720833333333331,34.995,1.7145306472353194,500-1000
13275838,M,30/08/2017 17:29,105.2,42,0.0,,2.5047619047619047,9.017142857142856,6.653992395437263,100-500
13275838,M,20/07/2016 16:48,810.5,364,0.0,,2.226648351648352,8.015934065934067,7.4850915073000195,500-1000
13275838,M,11/07/2016 08:02,592.7,123,19.5,,4.818699186991871,17.347317073170732,3.4587481019065294,500-1000
13275838,M,08/06/2016 17:32,625.9,133,0.0,,4.706015037593985,16.941654135338343,3.5415668104596056,500-1000
13275838,M,08/06/2016 17:28,619.8,140,0.0,,4.427142857142857,15.937714285714286,3.764655265139292,500-1000
13275838,M,08/06/2016 17:24,620.8,143,0.0,,4.341258741258741,15.62853146853147,3.8391323024054977,500-1000
13275838,M,08/06/2016 17:21,621.3,143,0.0,,4.344755244755245,15.64111888111888,3.836042706153764,500-1000
13275838,M,08/06/2016 17:17,622.8,142,0.0,,4.385915492957746,15.789295774647888,3.800042817383858,500-1000
13275838,M,08/06/2016 17:13,620.3,144,0.0,,4.307638888888889,15.5075,3.869095598903757,500-1000
13275838,M,08/06/2016 17:09,621.6,143,0.0,,4.346853146853147,15.648671328671329,3.8341913341913343,500-1000
13275838,M,08/06/2016 17:05,633.4,140,0.0,,4.524285714285714,16.28742857142857,3.683822755499421,500-1000
13275838,M,01/06/2016 17:43,522.2,96,0.0,,5.439583333333334,19.582500000000003,3.063960168517809,500-1000
13275838,M,01/06/2016 17:40,517.0,106,0.0,,4.877358490566038,17.558490566037737,3.417150225660864,500-1000
13275838,M,01/06/2016 17:37,523.9,107,0.0,,4.89626168224299,17.62654205607476,3.403957498250304,500-1000
13275838,M,01/06/2016 17:33,516.0,104,0.0,,4.961538461538462,17.861538461538462,3.359173126614987,500-1000
13275838,M,01/06/2016 17:30,519.2,105,0.0,,4.944761904761905,17.80114285714286,3.370570107858243,500-1000
13275838,M,01/06/2016 17:27,524.8,107,0.0,,4.904672897196261,17.65682242990654,3.398119918699188,500-1000
13275838,M,01/06/2016 17:23,520.2,107,0.0,,4.861682242990654,17.502056074766354,3.428168653082148,500-1000
13275838,M,01/06/2016 17:20,524.9,107,0.0,,4.905607476635514,17.660186915887852,3.397472534451006,500-1000
13275838,M,01/06/2016 17:16,525.4,108,0.0,,4.864814814814815,17.513333333333332,3.425961172440046,500-1000
13275838,M,01/06/2016 17:13,521.6,105,0.0,,4.967619047619048,17.883428571428574,3.355061349693251,500-1000
13275838,M,13/04/2016 17:18,526.6,112,0.0,,4.701785714285714,16.926428571428573,3.5447525003164952,500-1000
13275838,M,23/03/2016 18:17,525.5,104,0.0,,5.052884615384615,18.19038461538461,3.2984459245163342,500-1000
13275838,M,24/02/2016 18:13,308.8,53,0.0,,5.826415094339623,20.975094339622643,2.860535405872193,100-500
11910984,M,20/04/2019 17:03,201.0,12,0.0,,16.75,60.3,0.9950248756218906,100-500
11910984,M,11/04/2019 11:39,252.0,15,0.0,,16.8,60.48,0.992063492063492,100-500
11910984,M,30/12/2018 15:31,295.0,24,0.0,,12.291666666666666,44.25,1.3559322033898304,100-500
11910984,M,09/08/2016 14:26,932.6,290,17.0,,3.2158620689655173,11.577103448275862,5.182643505611552,500-1000
5492554,M,31/05/2019 04:13,935.3,346,23.0,,2.703179190751445,9.731445086705202,6.165579671406679,500-1000
5492554,M,11/10/2017 17:38,411.9,84,0.0,,4.9035714285714285,17.65285714285714,3.398883224083516,100-500
5492554,M,11/10/2017 17:36,411.7,81,0.0,,5.082716049382716,18.29777777777777,3.279086713626427,100-500
5492554,M,11/10/2017 17:33,392.2,75,2.0,,5.229333333333333,18.8256,3.187149413564508,100-500
5492554,M,11/10/2017 17:30,405.4,81,0.0,,5.004938271604938,18.017777777777777,3.330044400592008,100-500
5492554,M,11/10/2017 17:28,405.3,79,0.0,,5.130379746835443,18.46936708860759,3.2486224196068765,100-500
5492554,M,11/10/2017 17:25,409.5,82,2.0,,4.993902439024391,17.978048780487807,3.337403337403337,100-500
5492554,M,11/10/2017 17:23,410.0,79,0.0,,5.189873417721519,18.68354430379747,3.2113821138211383,100-500
5492554,M,11/10/2017 17:20,409.1,81,0.0,,5.050617283950618,18.182222222222222,3.29992666829626,100-500
5492554,M,11/10/2017 17:17,412.0,81,2.0,,5.08641975308642,18.31111111111112,3.276699029126213,100-500
5492554,M,11/10/2017 17:15,409.8,84,0.0,,4.878571428571429,17.562857142857144,3.416300634455832,100-500
3573750,M,15/09/2019 07:41,824.3,309,4.8,135.9,2.6676375404530743,9.603495145631069,6.247725342715031,500-1000
3573750,M,17/11/2018 10:35,466.9,160,0.0,107.3,2.918125,10.50525,5.711429999286072,100-500
3573750,M,31/01/2018 09:17,389.0,154,0.0,107.8,2.5259740259740258,9.093506493506492,6.598114824335905,100-500
3573750,M,12/02/2017 11:06,942.8,410,0.0,122.8,2.299512195121951,8.278243902439025,7.247914014990807,500-1000
3573750,M,17/04/2016 08:04,530.0,203,0.0,,2.610837438423645,9.399014778325125,6.383647798742139,500-1000
3573750,M,17/12/2015 14:12,382.8,141,0.0,107.1,2.7148936170212767,9.773617021276596,6.138975966562173,100-500
3573750,M,10/12/2015 09:43,211.9,84,0.0,,2.5226190476190475,9.081428571428573,6.606890042472865,100-500
3573750,M,04/04/2015 07:56,460.1,188,0.0,80.1,2.447340425531915,8.810425531914895,6.810113743389118,100-500
3573750,M,26/03/2015 09:07,99.9,37,0.0,96.4,2.7,9.72,6.172839506172839,0-100
3573750,M,25/12/2014 10:35,711.5,257,0.0,126.3,2.768482490272373,9.966536964980545,6.020145233075661,500-1000
15355766,M,04/08/2018 17:13,705.7,288,7.0,135.5,2.4503472222222222,8.82125,6.801757120589486,500-1000
15355766,M,24/06/2017 17:08,779.6,253,0.0,133.2,3.0814229249011857,11.093122529644267,5.408756627330256,500-1000
15355766,M,24/06/2017 15:49,590.0,161,0.0,147.9,3.6645962732919255,13.192546583850932,4.548022598870056,500-1000
39076296,M,29/11/2019 11:09,192.0,59,0.0,,3.254237288135593,11.715254237288136,5.121527777777778,100-500
18736169,M,05/10/2019 06:18,794.0,353,0.0,158.2,2.249291784702549,8.097450424929178,7.409739714525608,500-1000
18736169,M,07/02/2019 17:02,557.0,26,2.1,126.6,21.423076923076923,77.12307692307692,0.7779772591262717,500-1000
26363316,M,10/08/2019 17:00,54.7,11,0.0,,4.972727272727273,17.90181818181818,3.3516148689823284,0-100
16378210,M,28/08/2016 09:29,706.4,282,0.0,132.1,2.504964539007092,9.01787234042553,6.653454133635336,500-1000
16378210,M,19/08/2016 10:32,224.0,85,4.0,116.3,2.635294117647059,9.487058823529413,6.324404761904763,100-500
29039974,M,17/01/2019 17:51,325.2,65,3.5,,5.0030769230769225,18.01107692307692,3.3312833128331287,100-500
29039974,M,07/06/2018 16:42,795.2,108,7.7,,7.362962962962963,26.506666666666668,2.263581488933601,500-1000
27279222,M,06/10/2019 08:59,585.0,240,0.0,,2.4375,8.775,6.837606837606837,500-1000
27279222,M,15/09/2018 07:44,928.0,407,4.0,,2.2800982800982803,8.20835380835381,7.309626436781608,500-1000
27279222,M,09/06/2018 15:49,837.0,320,0.0,,2.615625,9.41625,6.371963361210673,500-1000
27279222,M,26/11/2017 16:31,692.0,273,3.0,,2.5347985347985347,9.125274725274725,6.575144508670521,500-1000
27279222,M,30/10/2017 10:08,559.5,227,6.0,,2.464757709251101,8.873127753303965,6.761989871909442,500-1000
27279222,M,26/03/2017 11:44,663.0,279,5.8,148.9,2.376344086021505,8.554838709677421,7.013574660633483,500-1000
5151970,M,23/06/2013 06:08,862.2,319,0.0,,2.70282131661442,9.730156739811914,6.16639604113508,500-1000
5151970,M,08/03/2013 08:36,592.1,204,16.1,,2.9024509803921568,10.448823529411763,5.742273264651242,500-1000
23729907,M,22/12/2019 10:23,906.2,356,6.0,139.5,2.545505617977528,9.1638202247191,6.547487677481056,500-1000
23729907,M,25/08/2019 10:20,405.8,132,0.0,140.1,3.074242424242424,11.067272727272728,5.4213898472153765,100-500
23729907,M,15/12/2018 06:18,957.0,420,3.0,142.3,2.2785714285714285,8.202857142857143,7.314524555903866,500-1000
23729907,M,28/11/2017 19:18,838.7,304,1.0,139.1,2.7588815789473684,9.931973684210528,6.04109534597194,500-1000
23729907,M,14/12/2016 19:55,937.9,203,0.0,,4.620197044334975,16.632709359605908,3.607349752994279,500-1000
23729907,M,13/08/2016 06:47,694.3,280,1.0,131.8,2.479642857142857,8.926714285714285,6.721398050794566,500-1000
23729907,M,10/08/2016 06:37,577.9,230,2.0,138.0,2.512608695652174,9.045391304347826,6.633212205110458,500-1000
23729907,M,15/12/2013 10:01,735.4,293,2.5,,2.509897610921501,9.035631399317404,6.640377119028194,500-1000
23729907,M,01/09/2013 08:31,454.3,160,0.0,,2.839375,10.22175,5.869836378310954,100-500
2081128,M,29/05/2014 05:19,717.9,61,0.0,,11.768852459016394,42.36786885245902,1.4161675256535264,500-1000
22559703,M,22/08/2019 03:38,947.0,301,0.0,,3.146179401993356,11.32624584717608,5.297430482224568,500-1000
22559703,M,01/07/2019 09:09,842.0,266,4.0,,3.1654135338345863,11.395488721804512,5.265241488519398,500-1000
22559703,M,16/06/2019 14:08,504.0,192,63.0,,2.625,9.45,6.34920634920635,500-1000
22559703,M,16/06/2019 11:33,499.0,123,0.0,,4.056910569105691,14.604878048780488,4.108216432865732,100-500
22559703,M,04/06/2019 10:47,814.0,221,9.0,183.4,3.683257918552036,13.25972850678733,4.524979524979526,500-1000
22559703,M,30/03/2019 14:45,847.0,247,26.0,,3.42914979757085,12.34493927125506,4.860291223927588,500-1000
22559703,M,06/10/2018 09:06,66.0,22,5.0,,3.0,10.8,5.555555555555555,0-100
22559703,M,06/10/2018 07:22,489.0,161,23.0,,3.037267080745341,10.934161490683229,5.487389229720519,100-500
22835898,F,01/06/2019 05:13,627.1,276,11.4,134.7,2.2721014492753624,8.179565217391305,7.335353213203635,500-1000
22538702,M,04/08/2019 14:10,30.4,5,13.0,,6.08,21.888,2.7412280701754383,0-100
22538702,M,28/10/2018 10:49,432.8,158,0.0,123.6,2.739240506329114,9.86126582278481,6.084411583487369,100-500
22538702,M,07/06/2018 19:17,298.5,109,0.0,147.2,2.738532110091743,9.858715596330276,6.085985482970407,100-500
22538702,M,20/05/2018 08:51,208.2,77,4.0,,2.703896103896104,9.734025974025974,6.163944924751841,100-500
22538702,M,15/04/2018 08:47,258.5,104,24.0,,2.485576923076923,8.948076923076922,6.705351386202451,100-500
22538702,M,08/04/2018 08:31,668.1,282,0.0,117.0,2.369148936170213,8.528936170212766,7.034875018709774,500-1000
22538702,M,28/11/2017 19:18,826.3,289,0.0,149.3,2.8591695501730103,10.29301038062284,5.829198434789624,500-1000
22538702,M,09/04/2017 07:37,273.4,85,0.0,78.7,3.216470588235294,11.579294117647056,5.181663009022191,100-500
26534495,F,31/01/2018 15:59,386.7,96,0.0,,4.028125,14.50125,4.137574347039048,100-500
2683270,M,18/09/2015 10:45,942.5,239,0.0,,3.9435146443514646,14.196652719665272,4.226348364279398,500-1000
2683270,M,18/09/2015 10:40,944.4,231,0.0,,4.088311688311689,14.71792207792208,4.076662431173231,500-1000
2683270,M,18/09/2015 10:34,932.9,230,0.0,,4.056086956521739,14.60191304347826,4.109050630649945,500-1000
2683270,M,18/09/2015 10:29,887.6,233,0.0,,3.809442060085837,13.713991416309012,4.375093886134896,500-1000
2683270,M,20/05/2015 20:09,37.9,15,0.0,,2.5266666666666664,9.095999999999998,6.596306068601584,0-100
28252317,F,06/05/2019 15:47,932.5,414,9.7,,2.252415458937198,8.108695652173912,7.39946380697051,500-1000
28252317,F,20/04/2019 09:16,75.6,23,0.0,,3.28695652173913,11.833043478260867,5.070546737213405,0-100
28252317,F,09/06/2018 08:41,954.7,346,17.7,,2.759248554913295,9.93329479768786,6.040291889249677,500-1000
2138770,M,31/03/2015 16:02,248.5,111,0.0,114.8,2.2387387387387387,8.05945945945946,7.44466800804829,100-500
2138770,M,20/10/2014 08:40,165.4,58,0.0,117.2,2.8517241379310345,10.266206896551724,5.844417573559049,100-500
34460713,M,30/05/2018 17:37,577.5,132,4.4,158.6,4.375,15.75,3.809523809523809,500-1000
12642956,M,08/10/2019 17:38,294.0,106,0.0,144.8,2.7735849056603774,9.98490566037736,6.00907029478458,100-500
12642956,M,16/04/2019 16:52,667.0,142,8.6,100.8,4.697183098591549,16.909859154929578,3.548225887056472,500-1000
12642956,M,03/12/2017 16:17,255.8,82,196.0,,3.119512195121952,11.230243902439025,5.342715663278603,100-500
11284478,M,12/08/2018 08:23,272.0,110,2.0,,2.4727272727272727,8.901818181818182,6.740196078431373,100-500
11284478,M,26/10/2017 15:18,355.0,139,2.0,,2.553956834532374,9.194244604316548,6.52582159624413,100-500
11284478,M,07/10/2017 06:25,241.8,82,0.0,142.0,2.948780487804878,10.61560975609756,5.652054039150814,100-500
10446972,M,25/10/2017 17:33,906.5,373,0.0,131.5,2.43029490616622,8.749061662198391,6.857878286449715,500-1000
10446972,M,07/02/2016 15:04,296.1,8,0.0,97.0,37.0125,133.245,0.4502983226387481,100-500
10814597,M,07/12/2019 10:16,807.0,319,5.8,,2.529780564263323,9.107210031347964,6.588186699710863,500-1000
10814597,M,24/03/2018 16:03,361.0,143,0.0,,2.5244755244755246,9.08811188811189,6.60203139427516,100-500
18845906,F,28/02/2019 09:12,68.0,26,0.0,,2.6153846153846154,9.415384615384616,6.372549019607843,0-100
18845906,F,02/10/2018 07:09,813.0,274,2.0,,2.9671532846715327,10.681751824817518,5.617056170561706,500-1000
39963418,M,08/12/2019 09:56,754.9,259,4.9,143.5,2.9146718146718147,10.492818532818534,5.718196670640702,500-1000
39963418,M,13/10/2019 15:41,478.0,189,2.5,135.0,2.5291005291005293,9.104761904761904,6.589958158995816,100-500
27655563,M,03/08/2018 07:45,508.3,96,2.0,,5.294791666666667,19.06125,3.1477473932716897,500-1000
22353493,M,14/05/2018 17:54,760.4,198,0.0,120.9,3.840404040404041,13.825454545454546,4.33982114676486,500-1000
13435425,M,02/05/2019 16:39,204.9,47,11.0,,4.359574468085106,15.694468085106385,3.823003090938669,100-500
13435425,M,25/04/2019 17:02,644.7,147,0.0,,4.385714285714286,15.78857142857143,3.800217155266015,500-1000
22891135,M,11/07/2017 16:33,881.4,279,6.0,127.4,3.1591397849462366,11.372903225806452,5.275697753573859,500-1000
25277048,F,22/03/2019 11:02,250.0,85,0.0,,2.9411764705882355,10.588235294117649,5.666666666666666,100-500
6583234,M,19/05/2019 07:47,855.7,257,2.0,,3.329571984435798,11.986459143968872,5.005648397023879,500-1000
6583234,M,29/04/2018 10:56,991.7,299,4.0,,3.316722408026756,11.94020066889632,5.025041175086552,500-1000
6583234,M,18/01/2017 19:11,483.4,110,19.0,,4.394545454545455,15.820363636363636,3.7925803337470696,100-500
6583234,M,25/11/2016 09:19,340.3,125,2.0,,2.7224,9.80064,6.1220491722989525,100-500
6583234,M,13/10/2016 09:40,15.7,6,2.0,,2.6166666666666667,9.42,6.369426751592357,0-100
6583234,M,11/09/2016 07:34,858.4,330,0.0,,2.601212121212121,9.364363636363636,6.407269338303821,500-1000
6583234,M,23/08/2016 05:33,51.5,18,0.0,,2.861111111111111,10.3,5.825242718446601,0-100
6583234,M,11/08/2016 05:32,387.8,108,2.0,,3.590740740740741,12.926666666666668,4.641567818463125,100-500
6583234,M,06/07/2016 18:45,667.9,200,0.0,,3.3395,12.0222,4.990767080900334,500-1000
6583234,M,11/05/2016 18:26,905.5,243,0.0,,3.726337448559671,13.414814814814816,4.472667034787411,500-1000
6583234,M,24/04/2016 09:50,395.3,84,4.0,,4.705952380952381,16.94142857142857,3.541613964077916,100-500
6583234,M,13/04/2016 18:06,545.6,163,0.0,,3.347239263803681,12.050061349693252,4.979227761485825,500-1000
6583234,M,13/12/2015 13:49,396.6,93,0.0,,4.264516129032258,15.352258064516128,3.908219868885527,100-500
19023831,M,19/05/2019 07:42,590.6,162,3.3,118.5,3.645679012345679,13.124444444444446,4.571622079241449,500-1000
19023831,M,06/12/2018 18:01,875.4,306,8.2,106.9,2.8607843137254902,10.298823529411766,5.825908156271418,500-1000
19023831,M,06/12/2018 05:56,922.0,303,4.7,135.8,3.042904290429043,10.954455445544555,5.477223427331887,500-1000
19023831,M,05/12/2018 19:04,795.9,261,4.7,134.4,3.0494252873563217,10.977931034482758,5.4655107425555975,500-1000
19023831,M,05/12/2018 05:23,697.1,243,3.2,,2.868724279835391,10.327407407407408,5.809783388323052,500-1000
19023831,M,04/12/2018 18:43,558.7,183,0.0,,3.0530054644808744,10.990819672131147,5.459101485591552,500-1000
19023831,M,04/12/2018 05:56,569.6,184,0.0,,3.095652173913044,11.14434782608696,5.383895131086141,500-1000
19023831,M,02/12/2018 18:17,547.6,183,0.0,,2.992349726775956,10.772459016393444,5.569758948137326,500-1000
19023831,M,02/12/2018 08:30,604.7,185,0.0,,3.268648648648649,11.767135135135137,5.098947136321041,500-1000
19023831,M,01/12/2018 17:09,364.5,117,0.0,,3.1153846153846154,11.215384615384616,5.349794238683128,100-500
19023831,M,01/12/2018 09:55,392.7,119,0.0,,3.3,11.88,5.05050505050505,100-500
19023831,M,29/11/2018 18:46,345.9,119,0.0,,2.90672268907563,10.464201680672268,5.733834441553436,100-500
19023831,M,15/04/2018 05:31,919.9,313,7.5,118.3,2.938977635782748,10.580319488817892,5.670906257926585,500-1000
19023831,M,22/10/2017 06:19,989.6,342,3.4,152.0,2.893567251461989,10.41684210526316,5.759902991107517,500-1000
20181492,F,14/09/2019 06:13,780.0,284,13.6,,2.7464788732394365,9.887323943661972,6.068376068376068,500-1000
20181492,F,05/05/2019 08:41,859.5,298,17.0,,2.884228187919463,10.383221476510068,5.77855342253248,500-1000
20181492,F,05/05/2019 06:33,581.8,190,2.0,,3.0621052631578944,11.02357894736842,5.4428784232840615,500-1000
5688059,M,09/04/2019 18:17,750.0,194,0.0,166.2,3.865979381443299,13.917525773195877,4.311111111111111,500-1000
5688059,M,25/10/2018 10:01,653.0,268,0.0,,2.4365671641791047,8.771641791044777,6.840224604389994,500-1000
5688059,M,20/01/2018 14:22,874.5,303,3.6,135.0,2.886138613861386,10.390099009900991,5.774728416237849,500-1000
5688059,M,13/03/2015 08:39,692.0,112,0.0,145.0,6.178571428571429,22.242857142857144,2.697495183044316,500-1000
37124981,F,30/05/2019 17:56,702.3,233,0.0,149.8,3.014163090128755,10.85098712446352,5.5294508519626,500-1000
5035018,F,20/11/2019 18:47,880.5,358,0.0,155.4,2.4594972067039107,8.85418994413408,6.776452773045618,500-1000
5035018,F,13/10/2019 09:39,780.3,314,16.7,147.6,2.485031847133758,8.94611464968153,6.706822162416164,500-1000
5035018,F,13/10/2019 08:27,833.6,296,17.2,149.9,2.8162162162162163,10.13837837837838,5.918106206014075,500-1000
5035018,F,29/09/2019 07:06,936.5,335,0.0,140.0,2.7955223880597013,10.063880597014924,5.961914931482471,500-1000
5035018,F,25/09/2019 17:51,533.6,231,0.0,166.4,2.30995670995671,8.315844155844156,7.215142428785607,500-1000
5035018,F,15/05/2019 17:40,669.8,230,0.0,152.6,2.9121739130434783,10.483826086956524,5.723101423310441,500-1000
5035018,F,22/03/2019 18:33,850.4,292,2.2,161.1,2.912328767123288,10.484383561643837,5.7227971150830985,500-1000
5035018,F,06/03/2019 18:42,896.0,387,0.0,155.6,2.3152454780361755,8.334883720930232,7.198660714285714,500-1000
5035018,F,17/10/2018 17:43,548.6,215,0.0,150.3,2.551627906976744,9.185860465116278,6.531777858792077,500-1000
5035018,F,25/05/2018 10:02,917.9,298,4.1,166.2,3.080201342281879,11.088724832214764,5.410901695900062,500-1000
5035018,F,14/01/2017 07:06,695.1,243,0.0,,2.860493827160494,10.297777777777778,5.826499784203712,500-1000
5035018,F,13/01/2017 19:41,902.8,270,0.0,,3.3437037037037034,12.037333333333333,4.984492689410723,500-1000
5035018,F,25/06/2016 11:54,782.6,177,0.0,,4.421468926553673,15.917288135593225,3.7694863276258617,500-1000
5035018,F,25/06/2016 11:25,768.0,180,0.0,,4.266666666666667,15.36,3.90625,500-1000
5035018,F,17/09/2015 19:21,903.7,334,24.3,,2.705688622754491,9.740479041916169,6.159861310907012,500-1000
gof,M,,5000.0,1800,,,,,,
gof,M,,5000.0,1800,,,,,,
gof,M,,5000.0,1800,,,,,,
gof,M,,5000.0,1800,,,,,,
